Activity ID,Activity Name,Planned Duration,Planned Labor Units,Remaining Labor Units,Start,Finish,Activity % Complete,Planned Total Cost,BL1 Start,BL1 Finish,Planned Nonlabor Units,Total Float
          INJ_BL_VBR_6110,Procurment Process - Vacuum Bellows - Large Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBS_6030,Procurment Process - Vacuum Bellows - Std Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBR_6030,Procurment Process - Vacuum Bellows and Restraint Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPL_6030,Procurment Process - Vacuum Beampipe - Large Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPS_6030,Procurment Process - Vacuum Beampipe - Std Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPN_6030,Procurment Process - Vacuum Beampipe - Nipple Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VCN_6030,Procurment Process - Vacuum Chambers - NEGs Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP2_6030,Procurment Process - Vacuum  Ion Pumps Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP1_6030,Procurment Process - Vacuum  Ion Pumps Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VAV_6030,Procurment Process - Vacuum  Angle Valve Procurement,20.0d,0.0h,0.0h,10-23-23,11-17-23,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VHN60_6020,RQN: Approval of Requisition - Vacuum Hardware - N60 Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$52,531 ",,,52531.0h,316.0d
          INJ_BL_VCB_6020,RQN: Approval of Requisition - Vacuum Chambers - Bends Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$40,164 ",,,40164.0h,316.0d
          INJ_BL_VN_6020,RQN: Approval of Requisition - Vacuum NEGs Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$43,544 ",,,43544.0h,316.0d
          INJ_BL_VVFS_6020,RQN: Approval of Requisition - Vacuum Valves - Fast Shutter Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$25,887 ",,,25887.0h,316.0d
          INJ_BL_VVS_6020,RQN: Approval of Requisition - Vacuum Valves - Standard Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$46,396 ",,,46396.0h,316.0d
          INJ_BL_VVLB_6020,RQN: Approval of Requisition - Vacuum Valves - Large Bore Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$48,561 ",,,48561.0h,316.0d
          INJ_BL_VS_6020,RQN: Approval of Requisition - Vacuum Systems Procurement,1.0d,0.0h,0.0h,10-27-23,10-27-23,0%,"$35,000 ",,,35000.0h,316.0d
          INJ_BL_VHN60_6030,Prepare RFP - Vacuum Hardware - N60 Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6030,Prepare RFP - VVacuum Chambers - Bends Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6030,Prepare RFP - Vacuum NEGs Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6030,Prepare RFP - Vacuum Valves - Fast Shutter Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6030,Prepare RFP - Vacuum Valves - Standard Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6030,Prepare RFP - Vacuum Valves - Large Bore Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6030,Prepare RFP - Vacuum Systems Procurement,10.0d,0.0h,0.0h,10-30-23,11-10-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHN60_6040,Release RFP - Vacuum Hardware - N60 Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6040,Release RFP - Vacuum Chambers - Bends Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6040,Release RFP - Vacuum NEGs Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6040,Release RFP - Vacuum Valves - Fast Shutter Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6040,Release RFP - Vacuum Valves - Standard Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6040,Release RFP -Vacuum Valves - Large Bore Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6040,Release RFP - Vacuum Systems Procurement,2.0d,0.0h,0.0h,11-13-23,11-14-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHN60_6050,Vendor Proposal Effort - Vacuum Hardware - N60 Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6050,Vendor Proposal Effort - Vacuum Chambers - Bends Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6050,Vendor Proposal Effort - Vacuum NEGs Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6050,Vendor Proposal Effort - Vacuum Valves - Fast Shutter Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6050,Vendor Proposal Effort - Vacuum Valves - Standard Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6050,Vendor Proposal Effort - Vacuum Valves - Large Bore Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6050,Vendor Proposal Effort - Vacuum Systems Procurement,10.0d,0.0h,0.0h,11-15-23,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGE_6040,AWARD: Procurement - Vacuum Gauges - Extractor Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$4,970 ",,,4970.0h,316.0d
          INJ_BL_VGP_6040,AWARD: Procurement - Vacuum Gauges - Pirani Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$5,332 ",,,5332.0h,316.0d
          INJ_BL_VGCC_6040,AWARD: Procurement - Vacuum Gauges - Cold Cathode Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$9,940 ",,,9940.0h,316.0d
          INJ_BL_VHFM_6040,AWARD: Procurement - Vacuum Hardware - Flange Mating Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$2,560 ",,,2560.0h,316.0d
          INJ_BL_VBR_6120,AWARD: Procurement - Vacuum Bellows - Large Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$2,900 ",,,2900.0h,317.0d
          INJ_BL_VBS_6040,AWARD: Procurement -  Vacuum Bellows - Std Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$3,500 ",,,3500.0h,317.0d
          INJ_BL_VBR_6040,AWARD: Procurement - Vacuum Bellows and Restraint Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$15,550 ",,,15550.0h,317.0d
          INJ_BL_VBPL_6040,AWARD: Procurement -  Vacuum Beampipe - Large Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$6,241 ",,,6241.0h,317.0d
          INJ_BL_VBPS_6040,AWARD: Procurement -  Vacuum Beampipe - Std Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$14,032 ",,,14032.0h,317.0d
          INJ_BL_VBPN_6040,AWARD: Procurement -  Vacuum Beampipe - Nipple Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$2,175 ",,,2175.0h,317.0d
          INJ_BL_VCN_6040,AWARD: Procurement -  Vacuum Chambers - NEGs Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$6,458 ",,,6458.0h,316.0d
          INJ_BL_VIP2_6040,AWARD: Procurement -  Vacuum  Ion Pumps Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$19,544 ",,,19544.0h,316.0d
          INJ_BL_VIP1_6040,AWARD: Procurement -  Vacuum  Ion Pumps Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$17,856 ",,,17856.0h,316.0d
          INJ_BL_VAV_6040,AWARD: Procurement -  Vacuum  Angle Valve Procurement,1.0d,0.0h,0.0h,11-20-23,11-20-23,0%,"$7,558 ",,,7558.0h,317.0d
          INJ_BL_VGE_6050,Vendor Effort  - Vacuum Gauges - Extractor Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGP_6050,Vendor Effort  - Vacuum Gauges - Pirani Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGCC_6050,Vendor Effort  - Vacuum Gauges - Cold Cathode Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHFM_6050,Vendor Effort  - Vacuum Hardware - Flange Mating Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBR_6130,Vendor Effort  - Vacuum Bellows - Large Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBS_6050,Vendor Effort  - Vacuum Bellows - Std Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBR_6050,Vendor Effort  - Vacuum Bellows and Restraint Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPL_6050,Vendor Effort  - Vacuum Beampipe - Large Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPS_6050,Vendor Effort  - Vacuum Beampipe - Std Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VBPN_6050,Vendor Effort  - Vacuum Beampipe - Nipple Procurementt,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VCN_6050,Vendor Effort  - Vacuum Chambers - NEGs Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP2_6050,Vendor Effort  - Vacuum  Ion Pumps Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP1_6050,Vendor Effort  - Vacuum  Ion Pumps Procurement,331.0d,0.0h,0.0h,11-21-23,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VAV_6050,Vendor Effort  - Vacuum  Angle Valve Procurement,330.0d,0.0h,0.0h,11-21-23,04-09-25,0%,$0 ,,,0.0h,317.0d
          INJ_BL_VHN60_6060,RCV: Vendor Proposal - Vacuum Hardware - N60 Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6060,RCV: Vendor Proposal - Vacuum Chambers - Bends Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6060,RCV: Vendor Proposal - Vacuum NEGs Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6060,RCV: Vendor Proposal - Vacuum Valves - Fast Shutter Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6060,RCV: Vendor Proposal - Vacuum Valves - Standard Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6060,RCV: Vendor Proposal - Vacuum Valves - Large Bore Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6060,RCV: Vendor Proposal - Vacuum Systems Procurement,0.0d,0.0h,0.0h,,11-30-23,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHN60_6070,Evaluations/Negotiations - Vacuum Hardware - N60 Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6070,Evaluations/Negotiations -Vacuum Chambers - Bends Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6070,Evaluations/Negotiations - Vacuum NEGs Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6070,Evaluations/Negotiations - Vacuum Valves - Fast Shutter Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6070,Evaluations/Negotiations - Vacuum Valves - Standard Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6070,Evaluations/Negotiations - Vacuum Valves - Large Bore Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6070,Evaluations/Negotiations - Vacuum Systems Procurement,20.0d,0.0h,0.0h,12-01-23,01-12-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHN60_6080,Prepare Award Documents - Vacuum Hardware - N60 Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6080,Prepare Award Documents - Vacuum Chambers - Bends Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6080,Prepare Award Documents - Vacuum NEGs Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6080,Prepare Award Documents - Vacuum Valves - Fast Shutter Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6080,Prepare Award Documents - Vacuum Valves - Standard Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6080,Prepare Award Documents - Vacuum Valves - Large Bore Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6080,Prepare Award Documents - Vacuum Systems Procurement,5.0d,0.0h,0.0h,01-16-24,01-22-24,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHN60_6090,AWARD: Procurement - Vacuum Hardware - N60 Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$52,531 ",,,52531.0h,316.0d
          INJ_BL_VCB_6090,AWARD: Procurement - Vacuum Chambers - Bends Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$40,164 ",,,40164.0h,316.0d
          INJ_BL_VN_6090,AWARD: Procurement - Vacuum NEGs Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$43,544 ",,,43544.0h,316.0d
          INJ_BL_VVFS_6090,AWARD: Procurement - Vacuum Valves - Fast Shutter Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$25,887 ",,,25887.0h,316.0d
          INJ_BL_VVS_6090,AWARD: Procurement - Vacuum Valves - Standard Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$46,396 ",,,46396.0h,316.0d
          INJ_BL_VVLB_6090,AWARD: Procurement - Vacuum Valves - Large Bore Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$48,561 ",,,48561.0h,316.0d
          INJ_BL_VS_6090,AWARD: Procurement - Vacuum Systems Procurement,1.0d,0.0h,0.0h,01-23-24,01-23-24,0%,"$35,000 ",,,35000.0h,316.0d
          INJ_BL_VHN60_6100,Vendor Effort - Vacuum Hardware - N60 Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6100,Vendor Effort - Vacuum Chambers - Bends Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6100,Vendor Effort - Vacuum NEGs Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6100,Vendor Effort - Vacuum Valves - Fast Shutter Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6100,Vendor Effort - Vacuum Valves - Standard Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6100,Vendor Effort - Vacuum Valves - Large Bore Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6100,Vendor Effort - Vacuum Systems Procurement,299.0d,0.0h,0.0h,01-24-24,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBR_6140,RCV: Goods/Services - Vacuum Bellows - Large Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$2,900 ",,,2900.0h,317.0d
          INJ_BL_VBS_6060,RCV: Goods/Services - Vacuum Bellows - Std Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$3,500 ",,,3500.0h,317.0d
          INJ_BL_VBR_6060,RCV: Goods/Services - Vacuum Bellows and Restraint Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$15,550 ",,,15550.0h,317.0d
          INJ_BL_VBPL_6060,RCV: Goods/Services - Vacuum Beampipe - Large Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$6,241 ",,,6241.0h,317.0d
          INJ_BL_VBPS_6060,RCV: Goods/Services - Vacuum Beampipe - Std Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$14,032 ",,,14032.0h,317.0d
          INJ_BL_VBPN_6060,RCV: Goods/Services - Vacuum Beampipe - Nipple Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$2,175 ",,,2175.0h,317.0d
          INJ_BL_VAV_6060,RCV: Goods/Services - Vacuum  Angle Valve Procurement,1.0d,0.0h,0.0h,04-09-25,04-09-25,0%,"$7,558 ",,,7558.0h,317.0d
          INJ_BL_VHN60_6110,RCV: Final Report - Vacuum Hardware - N60 Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$52,531 ",,,52531.0h,316.0d
          INJ_BL_VGE_6060,RCV: Goods/Services - Vacuum Gauges - Extractor Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$4,970 ",,,4970.0h,316.0d
          INJ_BL_VGP_6060,RCV: Goods/Services - Vacuum Gauges - Pirani Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$5,332 ",,,5332.0h,316.0d
          INJ_BL_VGCC_6060,RCV: Goods/Services - Vacuum Gauges - Cold Cathode Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$9,940 ",,,9940.0h,316.0d
          INJ_BL_VHFM_6060,RCV: Goods/Services - Vacuum Hardware - Flange Mating Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$2,560 ",,,2560.0h,316.0d
          INJ_BL_VCN_6060,RCV: Goods/Services -Vacuum Chambers - NEGs Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$6,458 ",,,6458.0h,316.0d
          INJ_BL_VCB_6110,RCV: Final Report -Vacuum Chambers - Bends Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$40,164 ",,,40164.0h,316.0d
          INJ_BL_VIP2_6060,RCV: Goods/Services - Vacuum  Ion Pumps Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$19,544 ",,,19544.0h,316.0d
          INJ_BL_VIP1_6060,RCV: Goods/Services - Vacuum  Ion Pumps Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$17,856 ",,,17856.0h,316.0d
          INJ_BL_VN_6110,RCV: Final Report - Vacuum NEGs Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$43,544 ",,,43544.0h,316.0d
          INJ_BL_VVFS_6110,RCV: Final Report - Vacuum Valves - Fast Shutter Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$25,887 ",,,25887.0h,316.0d
          INJ_BL_VVS_6110,RCV: Final Report - Vacuum Valves - Standard Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$46,396 ",,,46396.0h,316.0d
          INJ_BL_VVLB_6110,RCV: Final Report - Vacuum Valves - Large Bore Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$48,561 ",,,48561.0h,316.0d
          INJ_BL_VS_6110,RCV: Final Report - Vacuum Systems Procurement,1.0d,0.0h,0.0h,04-10-25,04-10-25,0%,"$35,000 ",,,35000.0h,316.0d
          INJ_BL_VHN60_6120,COMP: Vacuum Hardware - N60 Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGE_6070,COMP - Vacuum Gauges - Extractor Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGP_6070,COMP - Vacuum Gauges - Pirani Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VGCC_6070,COMP - Vacuum Gauges - Cold Cathode Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VHFM_6070,COMP - Vacuum Hardware - Flange Mating Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBR_6150,COMP - Vacuum Bellows - Large Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBS_6070,COMP - Vacuum Bellows - Std Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBR_6070,COMP - Vacuum Beampipe - Large Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBPL_6070,COMP - Vacuum Beampipe - Large Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBPS_6070,COMP - Vacuum Beampipe - Std Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VBPN_6070,COMP - Vacuum Beampipe - Nipple Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCN_6070,COMP - Vacuum Chambers - NEGs Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VCB_6120,COMP: Vacuum Chambers - Bends Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP2_6070,COMP - Vacuum  Ion Pumps Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VIP1_6070,COMP - Vacuum  Ion Pumps Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VN_6120,COMP: Vacuum NEGs Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VAV_6070,COMP - Vacuum  Angle Valve Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVFS_6120,COMP: Vacuum Valves - Fast Shutter Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVS_6120,COMP: Vacuum Valves - Standard Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VVLB_6120,COMP: Vacuum Valves - Large Bore Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
          INJ_BL_VS_6120,COMP: Vacuum Systems Procurement,0.0d,0.0h,0.0h,,04-10-25,0%,$0 ,,,0.0h,316.0d
        L2HE - BL - 2021-10.1.07.03.06.07  INJ RF Systems Procurement & Fabrication,,652.0d,696.0h,696.0h,05-09-22,01-14-25,,"$5,132,469 ",,,5132469.0h,376.0d
          INJ_BL_RFGC_6010,Prepare Requisition (Specs/SOW/ETC) - Gun Coax Procurement,15.0d,0.0h,0.0h,05-09-22,05-27-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGS_6010,Prepare Requisition (Specs/SOW/ETC) - Gun SSA Procurement,15.0d,0.0h,0.0h,05-09-22,05-27-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGC_6020,RQN: Approval of Requisition - Gun Coax Procurement,1.0d,0.0h,0.0h,05-31-22,05-31-22,0%,"$62,397 ",,,62397.0h,665.0d
          INJ_BL_RFGS_6020,RQN: Approval of Requisition - Gun SSA Procurement,1.0d,0.0h,0.0h,05-31-22,05-31-22,0%,"$127,823 ",,,127823.0h,665.0d
          INJ_BL_RFGC_6030,Prepare RFP - Gun Coax Procurement,10.0d,0.0h,0.0h,06-01-22,06-14-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGS_6030,Prepare RFP - Gun SSA Procurement,10.0d,0.0h,0.0h,06-01-22,06-14-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGC_6040,Release RFP - Gun Coax Procurement,2.0d,0.0h,0.0h,06-15-22,06-16-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGS_6040,Release RFP - Gun SSA Procurement,2.0d,0.0h,0.0h,06-15-22,06-16-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGC_6050,Vendor Proposal Effort - Gun Coax Procurement,10.0d,0.0h,0.0h,06-17-22,06-30-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGS_6050,Vendor Proposal Effort - Gun SSA Procurement,10.0d,0.0h,0.0h,06-17-22,06-30-22,0%,$0 ,,,0.0h,665.0d
          INJ_BL_RFGC_6060,RCV: Vendor Proposal - Gun Coax Procurement,0.0d,0.0h,0.0h,,06-30-22,0%,$0 ,,,0.0h,665.0d
